Edge index,X,Y
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [2], [-1], [0], [0], [0], [0], [0], [0], [0]]","[[3], [2], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [-1], [0], [0], [2], [0], [0], [0]]","[[4], [7], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [-1], [2], [0], [0], [0], [0], [0], [0]]","[[3], [2], [1], [4], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [2], [0], [0], [0], [-1], [0], [0], [0], [0], [0]]","[[5], [4], [1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [-1]]","[[10], [8], [7], [0], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [-1], [2]]","[[9], [3], [6], [10], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [-1]]","[[10], [5], [4], [1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [-1], [0], [0], [0], [2], [0], [0], [0], [0]]","[[2], [6], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[2], [0], [0], [0], [0], [0], [0], [-1], [0], [0], [0]]","[[7], [0], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [2], [0], [-1], [0], [0], [0], [0], [0], [0], [0]]","[[3], [2], [1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [-1], [0], [0], [0], [0], [2], [0], [0], [0]]","[[2], [1], [0], [7], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [2], [0], [0], [-1], [0], [0], [0], [0], [0], [0]]","[[4], [1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [-1], [0], [0], [2], [0], [0]]","[[5], [10], [8], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [2], [0], [0], [-1], [0], [0], [0], [0]]","[[6], [3], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [2], [0], [0], [0], [0], [0], [-1]]","[[10], [5], [4], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [0], [-1], [0], [2], [0]]","[[7], [0], [1], [2], [3], [9], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [2], [0], [0], [0], [0], [-1]]","[[10], [5], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [-1], [2], [0], [0], [0], [0], [0]]","[[4], [5], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [-1], [0], [0], [0], [0], [2], [0]]","[[4], [1], [2], [3], [9], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [-1], [0], [0], [0], [0], [2], [0], [0], [0], [0]]","[[1], [2], [6], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[-1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [2]]","[[0], [7], [8], [10], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [-1], [0], [0], [0], [0], [0], [0], [2]]","[[3], [6], [10], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [-1], [2], [0], [0], [0], [0], [0], [0]]","[[3], [2], [1], [4], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [2], [0], [0], [0], [0], [-1], [0], [0]]","[[8], [10], [6], [3], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [-1], [0], [2], [0], [0], [0], [0], [0], [0]]","[[2], [1], [4], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[2], [0], [-1], [0], [0], [0], [0], [0], [0], [0], [0]]","[[2], [1], [0], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[2], [0], [0], [0], [0], [0], [0], [0], [0], [-1], [0]]","[[9], [3], [2], [1], [0], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [0], [0], [-1], [2], [0]]","[[8], [10], [6], [3], [9], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [-1], [0], [0], [2], [0], [0], [0], [0]]","[[3], [6], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [-1], [0], [0], [0], [2]]","[[6], [10], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [-1], [2]]","[[9], [3], [6], [10], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [-1]]","[[10], [6], [2], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [-1], [0], [0], [0], [2], [0], [0], [0]]","[[3], [2], [1], [0], [7], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [-1], [0], [0], [2], [0], [0], [0], [0], [0], [0]]","[[1], [4], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [0], [-1], [0], [2], [0]]","[[7], [0], [1], [2], [3], [9], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[2], [0], [0], [0], [0], [0], [0], [0], [-1], [0], [0]]","[[8], [7], [0], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0]]","[[3], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [-1], [0], [0], [2], [0], [0]]","[[5], [10], [8], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [-1], [0], [2], [0], [0]]","[[6], [10], [8], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [2], [0], [0], [0], [0], [-1], [0]]","[[9], [3], [2], [1], [4], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [2], [0], [0], [0], [0], [0], [0], [0], [-1], [0]]","[[9], [3], [2], [1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [0], [0], [2], [0], [0]]","[[8], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [-1], [0], [0], [0], [0], [0], [0], [0], [2]]","[[2], [6], [10], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [-1], [2], [0], [0], [0], [0], [0], [0]]","[[3], [2], [1], [4], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [2], [0], [0], [0], [-1], [0], [0], [0], [0]]","[[6], [2], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[2], [0], [0], [0], [0], [0], [0], [-1], [0], [0], [0]]","[[7], [0], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [-1], [0], [0], [0], [0], [0], [2], [0], [0]]","[[2], [6], [10], [8], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [2], [-1], [0], [0], [0], [0], [0]]","[[5], [4], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [2], [0], [0], [0], [0], [-1], [0], [0], [0]]","[[7], [0], [1], [2], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","[[0], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [0], [0], [2], [0], [-1]]","[[10], [8], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1], [-1]]"
"[[0, 1, 0, 7, 1, 4, 7, 4, 1, 2, 4, 5, 7, 8, 4, 5, 5, 10, 2, 3, 3, 6, 6, 2, 8, 10, 6, 10, 9, 3], [1, 0, 7, 0, 4, 1, 4, 7, 2, 1, 5, 4, 8, 7, 5, 4, 10, 5, 3, 2, 6, 3, 2, 6, 10, 8, 10, 6, 3, 9]]","[[0], [0], [0], [0], [0], [0], [0], [2], [0], [-1], [0]]","[[9], [3], [2], [1], [0], [7], [-1], [-1], [-1], [-1], [-1]]"
